Sibusiso_Mtambo, tonight pray every mental depression broken family jesus mighty name
ehiwannadie, would like thank depression suicidal thoughts fucking thankful feel like shit sarcasm
ehiwannadie, depression really grip
ehiwannadie, love suicide hotline doesnt answer calls maybe sign stop trying
Bcofthemonster, oh hello depression youre back stronger ever
jessicaannee95, feeling good one negative thing anotherwith built suicidalthoughts amp mentalillness
jessicaannee95, suicide never option people remember loved many quote seriously ju
jessicaannee95, todays positive reminder proud jessicaannee makechesterproud staystrong mentalhealthawareness
jessicaannee95, sick stigma sick judgement stop judging things dont understand kind sicknotweak
jessicaannee95, hey miss makechesterproud sunset staystrong mentalhealthawareness suicideprevention
jessicaannee95, todays positive reminder worth jessicaannee makechesterproud staystrong mentalhealthawareness
jessicaannee95, 20 days self harm clean anxiety depression mentalillness positivevibes lpfamily
jessicaannee95, thank sticking journey way 18 days clean anxiety depression mentalillness
gothicyangel, exs commit suicide one hung prison getting bullied life ha
gothicyangel, family stood hard bi polar depression amazing co
gothicyangel, much stress landlord telling get weeks due leave message wife
angelfairyppjm, love bts bye
MclernonPaige, reading therapy reading also reason need therapy feel
MentalNOS, went pals got second opinion guy removed bpd diagnosis refe
MentalNOS, yeah emailed swore youre going assess people bpd tell
MentalNOS, asd study questionnaire online couple hours ago bloody bpd evaluation
MentalNOS, knew boy 13 hospitalised ocd poor sod carried spit cup everywhere coul
MentalNOS, actually yes im starting lithium salts next week bipolar disorder god gave
MentalNOS, im dxed asd everything dyspraxia rings earstabbing bells adhd wish
MentalNOS, 400 425 450mg still getting depressed theyre reluctant increase phenelzine without
MentalNOS, shit psych saw opposed nonshit ones said asd bipolar dxes private
MentalNOS, depression resistant treatment inadequate present ha
MentalNOS, would like answer many pts given diabetes yo
MentalNOS, happens hint bpd prime others
MentalNOS, livid psych given firm dx bpd despite giving recent disch letter wi
MentalNOS, im depressed like im choosing walk talk things slowly even tho look
MentalNOS, always feels like time like im depression hypomania like im delibe
MentalNOS, theres manic depression family havent got lot go really mean yo
ElOroDorado, couldnt buy circumcision created ptsd thing amp decided te
hafifrazi, drinking coffee gives anxiety never drink ever
ptari_dactyl, sin la salud mental podemos ser sanos mentalhealthmatters
ptari_dactyl, overwhelming amount trauma guilt feel aftermath 3minute statement staf
SiriCerasi, theyre obviously related think anxiety general feeling doom vs ocd
irlbloodelf, still cant believe put big tin microwave today man ive got ptsd flashing lights
irlbloodelf, money came instantly spent lingerie cos cyber monday serious addiction goodbye 140
irlbloodelf, last therapy session done god bless ideal one could liked metal proper sweetheart
CurtisLDuncan, ignores black mens obvious pain trauma black male victims domestic violence laughed black parents
CurtisLDuncan, result early childhood trauma also dealt adhd extremely low self esteem suicidal
CurtisLDuncan, trauma subsequent feelings worthlessness trigger many black males insecure narcissistic adhd
CurtisLDuncan, trauma bigger issue bigger problem black men boys socalled toxic masculinity early childh
CurtisLDuncan, definitely buying dead cdcscientist committed suicide govt often murders scientists potenti
CurtisLDuncan, ericagarner suffered asthma condition caused environmentalracism pollution stress racism
mirandoch, depression anxiety asd think eupd record despite nobody ever giving diagnosis person
mirandoch, 20 years able get therapy nhs ive referred complex
mirandoch, brother killed year ago cant put mum second suicide gone ha
LauraNKamienski, okay depression usually hits really hard holidays im usually suicidal thanksgiving
MikaGlitch, im alive survivor self harm suicidal thoughts attempts suicide accounts prou
Aca_Awkward26, please mindful whos ptsd triggering razor blades syringes
madmedicalman, looks nice clean tidy patient whoops paramedic mysjaday trauma
SoulfulOfWealth, children course prior mentalillness gave life meaning lots lots
SoulfulOfWealth, anytime thank ongoing tips myths tricks come mentalillness alw
SoulfulOfWealth, wasnt adhd ocd diagnoses able put togethe
SoulfulOfWealth, better expert topic agoraphobia anxiety ask
SoulfulOfWealth, try mindful using deficit based language terms add stigma mentalillness
SoulfulOfWealth, idk think theres definitely element truth comparing people trauma teen
SoulfulOfWealth, theres anxietycure mindfulness staying anxiety place thr
SoulfulOfWealth, depression
SoulfulOfWealth, sometimes jail place individuals mentalhealth issues able find stabili
SoulfulOfWealth, retweet mine ill retweet mentalhealth peersupport keeptalkingmh mentalhealthawareness
SoulfulOfWealth, thanks friends followers mentalhealth peersupport openly sharing tria
SoulfulOfWealth, true many techniques help alleviate anxiety panicattacks
SoulfulOfWealth, therapy invaluable tool wish didnt wait long give chance im typical stubborn
SoulfulOfWealth, carried diagnosis long time could believe adhd causing 95 anxiety
SoulfulOfWealth, im happy found source anxiety debilitating anxiety struggled wi
SoulfulOfWealth, depressed base decisions know feel feel depression know time
SoulfulOfWealth, adhd bipolar present similarlyi think diagnosing individuals done away
SoulfulOfWealth, misdiagnosed treated suicidal bipolar well decade unsuccessfully might
SoulfulOfWealth, stress major trigger individuals mentalillness mindful good stress things enjoy doin
SoulfulOfWealth, never thought wildest dreams literally losing everything mentalillness friends
SoulfulOfWealth, im usually fan meds anxiety bc theyre usually addictive
SoulfulOfWealth, thats wonderful keep good work wish engaged therapy younger age never thought
SoulfulOfWealth, interesting sure making switch positive impact anxiety
SoulfulOfWealth, anytime feel depression put blinders dredge grey fog
SoulfulOfWealth, bible says man asked god strength god gave man hardship struggle mentalillness
kendric20001, feeling cause bullied dealt suicide thank mean
MallieRydzik, totally get also suicidal still therapy medicated major de
MallieRydzik, anxiety levels rising trump pressconference like
MallieRydzik, really appreciated interview someone else living hope thriving ocd aspiring aut
MallieRydzik, probably remember perfectionist super nerd goody goody undiagnosed ocd
hashlyyy, im used one puts full effort communicating whenever someone texts first get bad anxiety
BabyBear20689, going sad lonely christmas christmas2018 loneliness depression mentalhealth
BabyBear20689, question iswho one turn needing help advice support depression mentalhealth
BabyBear20689, mentalillness bitch
BabyBear20689, happened yes im 29 amp yes ive come therapy session amp sat reception reading
BabyBear20689, sensible get twitter get sleep mind youre worthless pathetic depression today
BabyBear20689, report forms suicide amp selfharm intent plan act dwp pip reply
BabyBear20689, everyone train become mentalhealthfirstaider mentalhealth important
KarlWomack3, rotherham abuse enquiry back news convicted rapist see son
KarlWomack3, forms bullying made illegal bullying forces victims suicide cla
KarlWomack3, know residents give able take staff steal abuse
eroticwetatomic, ex let tell took years undo trauma went una
Reinc_stone, yall coming bts awards mma legendary af performance crawling way back
Reinc_stone, hating bts breathed hard mic singing live
Reinc_stone, maybe take ass bts place favs face
Reinc_stone, army bts cant relate stan legends
Reinc_stone, got inspired bts charity work
Reinc_stone, aaa2018 dumped noon nap 45 hrs long shit show yall dirty bts bow
BPDManicBirdie, touchy subject tried commit suicide cant believe someone would
BPDManicBirdie, story pregnancy induced bipolar bipolar psychosis
BPDManicBirdie, thats hard one knee jerk reaction say depression mania send psychosis
BPDManicBirdie, new blog post midsummer nightmare last hopefully final suicide attempt bpd
BPDManicBirdie, hes maniac half clown seriously hes australian author bipolar dis
su_naamii, start ranting depressed suicidal
chiefokuani, sound like depressed
QueenOfChibiArt, honestly didnt expect around ive suffering depression excuse didnt feel lik
JJGardner9, short powerful documentary investigates longterm effects ptsd vietnam veterans
JJGardner9, grandparents step addiction sidelines parents
Dream_thinny, mom doesnt reply text anxiety shes dead wwhat anxiety body probably cold
Dream_thinny, stressful anxiety related depressed day wanted tell mom guess
Dream_thinny, website suggested really want cure anxiety write list things worry
Dream_thinny, tbh someone could abuse hell relationship would still stay im desperate love
Dream_thinny, think depends never physical abuse emotional abuse
Dream_thinny, horny weeks im depressed anything lmao sad life
Dream_thinny, shitty day today moms depression seems back
Dream_thinny, universe stop bitch towards mom shes gone though eating disorders depression abuse
Dream_thinny, mom skinny doesnt eat shes stressed depressed looking like whale cant stop eating
phyllyhyll20, need understand everyone responds trauma differently everyone respond book
VeganNana15, terrorist organization amp child abuse via
VeganNana15, fucking depressed google search hunting regulations live makes want humansarepsychotic
simalspace, hi anyone want new years card pcy osh bts freebies must mutual
simalspace, 2018 bangtans year bts btsxmma
simalspace, congrats lights lives mma wins btsatmma bts
simalspace, idol 35 melon btw stream bts
simalspace, burn stage movie amazing love bts happy experiencing ascent legendary legends legendom
simalspace, losing complete interest kpop whole except maybe bts
simalspace, ive continued ptsd dreams worst one last night dreamed confront school shooter
ToddRomanyshyn, depressed suicidal transform opposite wis
ToddRomanyshyn, please let know youd like phone numbers suicide hotlines talk tr
ToddRomanyshyn, please let know youd like phone numbers suicide hotlines talk
Detective_7th, stfu depressed loser
SistaSoldier926, metoo metoomovement tried commit suicide suicideawareness several times low self esteem
SistaSoldier926, metooms white asked class sexually abuse raise hand everyone quiet
SistaSoldier926, metoomovement ms white asked class sexually abuse raise hand everyone
cocofern142, finally little peace years therapy longer actively suicidal
cocofern142, helps realign jaw eating stress constant yawning big indicator respiratory infection lol
idclyric, im leaving twitter shit making depressed bitch like life already falling
idclyric, yes ugly depressed suicidal yes one cares
urfavbaldboi, every time see name brain says like every song need therapy
frnk__oreo, someone know severely depressed need fucking talk somebody best friend mo
roshini911, much stress think cause top hours day spend least 45 hours trav
roshini911, updated cop fired anxious gee wonder cop really anxiety
Viroka_, really want double degree psychology philosophy means point end studying taf
Viroka_, ok ok think want double degree psychology philosophy taking business
Viroka_, wonder depression suicidal thoughts procrastination anxiety working nietzsche sartre
Viroka_, answer questions get rich happy depressed etc fuck
Viroka_, profok class ito yung irereview niyo guy yes basta hindi psychology
Viroka_, tangina yung dormmate ko nag lagay ng poster ng bts sa parder pwede ko ireport haha
